date,store_id,product_id,product_name,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality
2024-11-01,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,149,66,75,70,58,20,Stormy,1,54.6,High
2024-11-01,1,P002,Britannia Good Day 600g,Snacks,South,139,93,107,97,120,0,Rainy,0,123.57,High
2024-11-01,1,P003,Aashirvaad Atta 5kg,Staples,South,298,52,57,52,248,0,Cloudy,0,241.97,High
2024-11-01,1,P004,Maggi 2-Minute Noodles,Snacks,South,222,95,113,94,48,20,Rainy,0,44.79,High
2024-11-01,1,P005,Tata Salt 1kg,Staples,South,65,105,120,105,22,0,Stormy,0,21.16,High
2024-11-01,1,P006,Coca-Cola 600ml,Beverages,South,147,98,111,100,40,15,Stormy,0,37.31,High
2024-11-01,1,P007,Parle-G 800g,Snacks,South,204,51,69,53,65,5,Stormy,0,62.49,High
2024-11-01,1,P008,Surf Excel 1kg,Cleaning,South,172,95,110,93,220,0,Stormy,0,239.8,High
2024-11-01,1,P009,Amul Butter 500g,Dairy,South,178,38,38,37,275,15,Stormy,0,259.1,High
2024-11-01,1,P010,Red Label Tea 500g,Beverages,South,235,112,124,114,255,5,Rainy,1,249.6,High
2024-11-02,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,269,95,111,98,58,10,Cloudy,1,60.91,High
2024-11-02,1,P002,Britannia Good Day 600g,Snacks,South,162,143,160,144,120,20,Sunny,0,119.15,High
2024-11-02,1,P003,Aashirvaad Atta 5kg,Staples,South,120,64,65,67,248,5,Rainy,0,239.52,High
2024-11-02,1,P004,Maggi 2-Minute Noodles,Snacks,South,262,132,144,128,48,15,Cloudy,1,48.96,High
2024-11-02,1,P005,Tata Salt 1kg,Staples,South,247,131,133,132,22,0,Sunny,0,21.25,High
2024-11-02,1,P006,Coca-Cola 600ml,Beverages,South,285,149,168,151,40,0,Sunny,1,42.48,High
2024-11-02,1,P007,Parle-G 800g,Snacks,South,53,65,73,68,65,0,Sunny,0,65.23,High
2024-11-02,1,P008,Surf Excel 1kg,Cleaning,South,279,56,64,54,220,0,Rainy,0,240.83,High
2024-11-02,1,P009,Amul Butter 500g,Dairy,South,130,63,66,60,275,20,Rainy,0,296.0,High
2024-11-02,1,P010,Red Label Tea 500g,Beverages,South,191,64,65,60,255,10,Sunny,0,268.97,High
2024-11-03,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,102,118,130,114,58,10,Stormy,0,54.56,High
2024-11-03,1,P002,Britannia Good Day 600g,Snacks,South,291,45,52,41,120,5,Stormy,1,124.35,High
2024-11-03,1,P003,Aashirvaad Atta 5kg,Staples,South,110,32,38,30,248,0,Rainy,0,243.28,High
2024-11-03,1,P004,Maggi 2-Minute Noodles,Snacks,South,95,73,85,71,48,10,Sunny,0,50.88,High
2024-11-03,1,P005,Tata Salt 1kg,Staples,South,117,124,143,128,22,15,Sunny,0,20.46,High
2024-11-03,1,P006,Coca-Cola 600ml,Beverages,South,143,114,114,109,40,20,Cloudy,1,40.76,High
2024-11-03,1,P007,Parle-G 800g,Snacks,South,284,94,112,93,65,0,Sunny,1,58.56,High
2024-11-03,1,P008,Surf Excel 1kg,Cleaning,South,91,51,51,48,220,10,Stormy,1,220.49,High
2024-11-03,1,P009,Amul Butter 500g,Dairy,South,257,64,71,66,275,15,Cloudy,1,297.16,High
2024-11-03,1,P010,Red Label Tea 500g,Beverages,South,233,84,95,79,255,0,Stormy,0,277.36,High
2024-11-04,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,135,30,37,29,58,20,Cloudy,0,55.04,High
2024-11-04,1,P002,Britannia Good Day 600g,Snacks,South,271,32,45,32,120,0,Sunny,0,121.36,High
2024-11-04,1,P003,Aashirvaad Atta 5kg,Staples,South,137,74,85,71,248,20,Stormy,0,248.33,High
2024-11-04,1,P004,Maggi 2-Minute Noodles,Snacks,South,62,89,92,91,48,0,Rainy,0,44.64,High
2024-11-04,1,P005,Tata Salt 1kg,Staples,South,269,70,82,70,22,5,Sunny,0,22.85,High
2024-11-04,1,P006,Coca-Cola 600ml,Beverages,South,144,108,120,111,40,0,Sunny,0,41.6,High
2024-11-04,1,P007,Parle-G 800g,Snacks,South,262,112,115,112,65,0,Cloudy,1,67.85,High
2024-11-04,1,P008,Surf Excel 1kg,Cleaning,South,141,54,64,53,220,5,Rainy,1,211.15,High
2024-11-04,1,P009,Amul Butter 500g,Dairy,South,96,85,87,87,275,0,Sunny,1,290.5,High
2024-11-04,1,P010,Red Label Tea 500g,Beverages,South,63,34,47,32,255,0,Rainy,1,261.77,High
2024-11-05,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,200,91,105,86,58,5,Rainy,0,60.9,High
2024-11-05,1,P002,Britannia Good Day 600g,Snacks,South,163,86,101,84,120,0,Rainy,0,121.04,High
2024-11-05,1,P003,Aashirvaad Atta 5kg,Staples,South,149,33,48,34,248,0,Sunny,1,259.54,High
2024-11-05,1,P004,Maggi 2-Minute Noodles,Snacks,South,136,81,86,85,48,20,Rainy,0,46.3,High
2024-11-05,1,P005,Tata Salt 1kg,Staples,South,241,71,89,68,22,5,Cloudy,0,23.44,High
2024-11-05,1,P006,Coca-Cola 600ml,Beverages,South,123,43,51,45,40,0,Cloudy,0,42.65,High
2024-11-05,1,P007,Parle-G 800g,Snacks,South,110,50,57,47,65,0,Rainy,0,67.49,High
2024-11-05,1,P008,Surf Excel 1kg,Cleaning,South,270,104,106,101,220,20,Sunny,0,225.29,High
2024-11-05,1,P009,Amul Butter 500g,Dairy,South,190,34,48,31,275,20,Stormy,0,299.39,High
2024-11-05,1,P010,Red Label Tea 500g,Beverages,South,291,45,55,40,255,0,Stormy,0,280.38,High
2024-11-06,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,68,82,95,81,58,0,Cloudy,1,57.48,High
2024-11-06,1,P002,Britannia Good Day 600g,Snacks,South,292,45,57,46,120,15,Rainy,1,128.53,High
2024-11-06,1,P003,Aashirvaad Atta 5kg,Staples,South,143,79,97,76,248,20,Rainy,0,228.81,High
2024-11-06,1,P004,Maggi 2-Minute Noodles,Snacks,South,149,118,124,113,48,20,Rainy,1,48.48,High
2024-11-06,1,P005,Tata Salt 1kg,Staples,South,288,84,96,84,22,15,Rainy,0,21.3,High
2024-11-06,1,P006,Coca-Cola 600ml,Beverages,South,56,78,79,73,40,0,Cloudy,0,41.43,High
2024-11-06,1,P007,Parle-G 800g,Snacks,South,203,55,57,56,65,5,Sunny,0,71.07,High
2024-11-06,1,P008,Surf Excel 1kg,Cleaning,South,146,94,112,98,220,0,Rainy,0,233.69,High
2024-11-06,1,P009,Amul Butter 500g,Dairy,South,173,103,107,104,275,10,Cloudy,0,266.04,High
2024-11-06,1,P010,Red Label Tea 500g,Beverages,South,239,64,71,65,255,10,Cloudy,0,230.02,High
2024-11-07,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,206,90,98,87,58,10,Sunny,0,58.04,High
2024-11-07,1,P002,Britannia Good Day 600g,Snacks,South,204,74,91,70,120,5,Sunny,0,116.0,High
2024-11-07,1,P003,Aashirvaad Atta 5kg,Staples,South,103,114,118,117,248,0,Cloudy,1,239.51,High
2024-11-07,1,P004,Maggi 2-Minute Noodles,Snacks,South,261,60,78,57,48,15,Sunny,0,44.82,High
2024-11-07,1,P005,Tata Salt 1kg,Staples,South,73,94,105,89,22,0,Rainy,0,20.39,High
2024-11-07,1,P006,Coca-Cola 600ml,Beverages,South,87,45,56,41,40,20,Rainy,0,40.69,High
2024-11-07,1,P007,Parle-G 800g,Snacks,South,97,59,71,54,65,0,Cloudy,0,69.99,High
2024-11-07,1,P008,Surf Excel 1kg,Cleaning,South,230,28,44,23,220,0,Sunny,0,232.96,High
2024-11-07,1,P009,Amul Butter 500g,Dairy,South,97,87,90,89,275,0,Stormy,0,291.75,High
2024-11-07,1,P010,Red Label Tea 500g,Beverages,South,152,99,117,102,255,0,Rainy,0,235.81,High
2024-11-08,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,76,96,103,91,58,5,Rainy,0,57.23,High
2024-11-08,1,P002,Britannia Good Day 600g,Snacks,South,268,30,46,28,120,10,Cloudy,0,119.29,High
2024-11-08,1,P003,Aashirvaad Atta 5kg,Staples,South,195,58,59,62,248,0,Cloudy,0,244.39,High
2024-11-08,1,P004,Maggi 2-Minute Noodles,Snacks,South,181,91,97,93,48,15,Cloudy,0,51.03,High
2024-11-08,1,P005,Tata Salt 1kg,Staples,South,70,30,34,31,22,5,Cloudy,0,21.67,High
2024-11-08,1,P006,Coca-Cola 600ml,Beverages,South,267,75,86,70,40,0,Stormy,1,43.19,High
2024-11-08,1,P007,Parle-G 800g,Snacks,South,58,49,57,53,65,0,Rainy,0,66.85,High
2024-11-08,1,P008,Surf Excel 1kg,Cleaning,South,180,35,46,35,220,0,Stormy,0,230.0,High
2024-11-08,1,P009,Amul Butter 500g,Dairy,South,59,89,103,91,275,0,Stormy,0,296.02,High
2024-11-08,1,P010,Red Label Tea 500g,Beverages,South,258,42,59,39,255,10,Stormy,0,279.6,High
2024-11-09,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,73,67,77,68,58,0,Cloudy,0,59.11,High
2024-11-09,1,P002,Britannia Good Day 600g,Snacks,South,143,92,96,89,120,0,Stormy,0,130.75,High
2024-11-09,1,P003,Aashirvaad Atta 5kg,Staples,South,102,125,136,121,248,15,Sunny,1,238.1,High
2024-11-09,1,P004,Maggi 2-Minute Noodles,Snacks,South,137,117,127,112,48,0,Stormy,0,47.07,High
2024-11-09,1,P005,Tata Salt 1kg,Staples,South,119,108,126,106,22,10,Rainy,0,20.26,High
2024-11-09,1,P006,Coca-Cola 600ml,Beverages,South,195,69,74,65,40,0,Stormy,0,39.27,High
2024-11-09,1,P007,Parle-G 800g,Snacks,South,120,124,133,126,65,15,Cloudy,0,68.05,High
2024-11-09,1,P008,Surf Excel 1kg,Cleaning,South,139,136,150,136,220,0,Cloudy,0,223.88,High
2024-11-09,1,P009,Amul Butter 500g,Dairy,South,144,51,52,48,275,5,Rainy,0,273.73,High
2024-11-09,1,P010,Red Label Tea 500g,Beverages,South,174,121,138,116,255,0,Cloudy,0,277.88,High
2024-11-10,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,91,44,49,45,58,0,Cloudy,0,54.04,High
2024-11-10,1,P002,Britannia Good Day 600g,Snacks,South,279,57,61,54,120,0,Rainy,0,110.54,High
2024-11-10,1,P003,Aashirvaad Atta 5kg,Staples,South,287,43,61,40,248,20,Cloudy,1,251.7,High
2024-11-10,1,P004,Maggi 2-Minute Noodles,Snacks,South,87,53,67,54,48,0,Cloudy,0,47.94,High
2024-11-10,1,P005,Tata Salt 1kg,Staples,South,90,126,130,127,22,10,Stormy,1,22.92,High
2024-11-10,1,P006,Coca-Cola 600ml,Beverages,South,248,118,132,118,40,15,Cloudy,0,36.27,High
2024-11-10,1,P007,Parle-G 800g,Snacks,South,287,29,32,29,65,0,Stormy,0,64.17,High
2024-11-10,1,P008,Surf Excel 1kg,Cleaning,South,85,125,131,123,220,0,Cloudy,0,220.02,High
2024-11-10,1,P009,Amul Butter 500g,Dairy,South,249,46,60,46,275,0,Stormy,0,271.11,High
2024-11-10,1,P010,Red Label Tea 500g,Beverages,South,59,84,98,83,255,0,Stormy,0,265.28,High
2024-11-11,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,279,53,67,52,58,10,Cloudy,0,62.86,High
2024-11-11,1,P002,Britannia Good Day 600g,Snacks,South,210,97,99,99,120,20,Stormy,0,123.84,High
2024-11-11,1,P003,Aashirvaad Atta 5kg,Staples,South,297,72,90,70,248,15,Cloudy,0,237.14,High
2024-11-11,1,P004,Maggi 2-Minute Noodles,Snacks,South,241,43,44,42,48,5,Stormy,0,49.54,High
2024-11-11,1,P005,Tata Salt 1kg,Staples,South,136,83,95,84,22,20,Sunny,1,19.87,High
2024-11-11,1,P006,Coca-Cola 600ml,Beverages,South,275,86,101,85,40,20,Cloudy,0,42.42,High
2024-11-11,1,P007,Parle-G 800g,Snacks,South,89,42,52,44,65,0,Cloudy,0,59.34,High
2024-11-11,1,P008,Surf Excel 1kg,Cleaning,South,155,87,94,85,220,10,Sunny,0,201.25,High
2024-11-11,1,P009,Amul Butter 500g,Dairy,South,237,58,74,62,275,5,Rainy,0,248.17,High
2024-11-11,1,P010,Red Label Tea 500g,Beverages,South,76,98,108,94,255,0,Stormy,1,275.22,High
2024-11-12,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,285,75,84,72,58,10,Stormy,1,58.19,High
2024-11-12,1,P002,Britannia Good Day 600g,Snacks,South,239,54,68,52,120,15,Rainy,1,119.35,High
2024-11-12,1,P003,Aashirvaad Atta 5kg,Staples,South,214,92,101,91,248,5,Sunny,0,270.23,High
2024-11-12,1,P004,Maggi 2-Minute Noodles,Snacks,South,196,61,79,59,48,5,Rainy,1,44.52,High
2024-11-12,1,P005,Tata Salt 1kg,Staples,South,222,92,105,91,22,15,Cloudy,0,23.06,High
2024-11-12,1,P006,Coca-Cola 600ml,Beverages,South,287,74,91,72,40,0,Rainy,0,36.55,High
2024-11-12,1,P007,Parle-G 800g,Snacks,South,204,81,92,81,65,20,Rainy,0,65.07,High
2024-11-12,1,P008,Surf Excel 1kg,Cleaning,South,269,32,35,27,220,0,Stormy,0,226.96,High
2024-11-12,1,P009,Amul Butter 500g,Dairy,South,129,77,78,79,275,20,Rainy,0,297.51,High
2024-11-12,1,P010,Red Label Tea 500g,Beverages,South,56,108,123,112,255,5,Sunny,0,266.28,High
2024-11-13,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,81,99,117,103,58,15,Cloudy,0,62.92,High
2024-11-13,1,P002,Britannia Good Day 600g,Snacks,South,110,42,47,38,120,15,Stormy,1,126.02,High
2024-11-13,1,P003,Aashirvaad Atta 5kg,Staples,South,244,44,60,40,248,0,Cloudy,1,251.83,High
2024-11-13,1,P004,Maggi 2-Minute Noodles,Snacks,South,213,100,107,97,48,20,Stormy,1,47.11,High
2024-11-13,1,P005,Tata Salt 1kg,Staples,South,161,52,71,52,22,5,Cloudy,0,21.67,High
2024-11-13,1,P006,Coca-Cola 600ml,Beverages,South,280,80,83,81,40,10,Rainy,1,42.61,High
2024-11-13,1,P007,Parle-G 800g,Snacks,South,166,61,78,65,65,10,Cloudy,0,65.0,High
2024-11-13,1,P008,Surf Excel 1kg,Cleaning,South,132,98,111,94,220,10,Sunny,0,234.47,High
2024-11-13,1,P009,Amul Butter 500g,Dairy,South,242,76,79,80,275,20,Rainy,0,263.8,High
2024-11-13,1,P010,Red Label Tea 500g,Beverages,South,177,74,81,70,255,10,Stormy,0,255.86,High
2024-11-14,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,161,37,49,37,58,0,Sunny,1,59.66,High
2024-11-14,1,P002,Britannia Good Day 600g,Snacks,South,205,84,101,85,120,0,Stormy,0,130.52,High
2024-11-14,1,P003,Aashirvaad Atta 5kg,Staples,South,192,35,50,39,248,20,Rainy,0,256.56,High
2024-11-14,1,P004,Maggi 2-Minute Noodles,Snacks,South,108,101,115,97,48,20,Sunny,0,48.92,High
2024-11-14,1,P005,Tata Salt 1kg,Staples,South,280,72,79,69,22,0,Stormy,1,21.49,High
2024-11-14,1,P006,Coca-Cola 600ml,Beverages,South,259,90,90,88,40,0,Rainy,0,38.09,High
2024-11-14,1,P007,Parle-G 800g,Snacks,South,214,62,72,60,65,5,Sunny,1,62.86,High
2024-11-14,1,P008,Surf Excel 1kg,Cleaning,South,220,36,52,36,220,15,Cloudy,1,238.45,High
2024-11-14,1,P009,Amul Butter 500g,Dairy,South,198,48,62,47,275,15,Sunny,1,276.32,High
2024-11-14,1,P010,Red Label Tea 500g,Beverages,South,63,66,75,66,255,10,Rainy,0,238.54,High
2024-11-15,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,271,77,78,75,58,0,Rainy,1,56.11,High
2024-11-15,1,P002,Britannia Good Day 600g,Snacks,South,55,36,40,37,120,0,Rainy,1,130.81,High
2024-11-15,1,P003,Aashirvaad Atta 5kg,Staples,South,209,63,70,63,248,0,Rainy,0,229.63,High
2024-11-15,1,P004,Maggi 2-Minute Noodles,Snacks,South,103,89,104,92,48,0,Sunny,0,43.58,High
2024-11-15,1,P005,Tata Salt 1kg,Staples,South,183,66,81,69,22,5,Stormy,0,21.62,High
2024-11-15,1,P006,Coca-Cola 600ml,Beverages,South,221,65,66,61,40,0,Cloudy,1,38.66,High
2024-11-15,1,P007,Parle-G 800g,Snacks,South,296,31,45,29,65,5,Sunny,0,68.08,High
2024-11-15,1,P008,Surf Excel 1kg,Cleaning,South,98,96,102,99,220,15,Cloudy,1,235.73,High
2024-11-15,1,P009,Amul Butter 500g,Dairy,South,122,45,51,40,275,5,Cloudy,0,255.58,High
2024-11-15,1,P010,Red Label Tea 500g,Beverages,South,58,96,108,97,255,0,Sunny,0,235.88,High
2024-11-16,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,265,132,138,130,58,0,Stormy,0,52.57,High
2024-11-16,1,P002,Britannia Good Day 600g,Snacks,South,237,89,93,86,120,0,Sunny,1,114.88,High
2024-11-16,1,P003,Aashirvaad Atta 5kg,Staples,South,129,71,76,70,248,20,Sunny,0,225.44,High
2024-11-16,1,P004,Maggi 2-Minute Noodles,Snacks,South,277,91,96,92,48,0,Stormy,1,50.05,High
2024-11-16,1,P005,Tata Salt 1kg,Staples,South,293,141,152,142,22,0,Cloudy,0,20.83,High
2024-11-16,1,P006,Coca-Cola 600ml,Beverages,South,207,114,115,115,40,0,Sunny,0,39.98,High
2024-11-16,1,P007,Parle-G 800g,Snacks,South,170,53,53,52,65,15,Stormy,0,71.46,High
2024-11-16,1,P008,Surf Excel 1kg,Cleaning,South,90,42,45,43,220,20,Stormy,0,239.14,High
2024-11-16,1,P009,Amul Butter 500g,Dairy,South,217,112,125,111,275,0,Rainy,0,266.07,High
2024-11-16,1,P010,Red Label Tea 500g,Beverages,South,219,75,80,79,255,0,Stormy,0,272.87,High
2024-11-17,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,287,43,62,40,58,20,Sunny,0,59.6,High
2024-11-17,1,P002,Britannia Good Day 600g,Snacks,South,94,55,69,50,120,0,Sunny,1,122.19,High
2024-11-17,1,P003,Aashirvaad Atta 5kg,Staples,South,194,84,90,84,248,10,Sunny,1,229.84,High
2024-11-17,1,P004,Maggi 2-Minute Noodles,Snacks,South,271,68,70,70,48,15,Rainy,0,47.12,High
2024-11-17,1,P005,Tata Salt 1kg,Staples,South,105,126,127,130,22,10,Rainy,0,20.2,High
2024-11-17,1,P006,Coca-Cola 600ml,Beverages,South,134,63,63,59,40,5,Rainy,0,43.36,High
2024-11-17,1,P007,Parle-G 800g,Snacks,South,296,91,97,90,65,0,Cloudy,1,62.92,High
2024-11-17,1,P008,Surf Excel 1kg,Cleaning,South,209,132,143,131,220,0,Stormy,0,230.67,High
2024-11-17,1,P009,Amul Butter 500g,Dairy,South,228,105,115,107,275,5,Cloudy,0,259.1,High
2024-11-17,1,P010,Red Label Tea 500g,Beverages,South,158,136,141,138,255,15,Cloudy,0,275.48,High
2024-11-18,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,114,39,50,39,58,0,Cloudy,0,55.91,High
2024-11-18,1,P002,Britannia Good Day 600g,Snacks,South,213,58,73,59,120,0,Stormy,0,127.41,High
2024-11-18,1,P003,Aashirvaad Atta 5kg,Staples,South,253,43,56,46,248,0,Stormy,0,251.34,High
2024-11-18,1,P004,Maggi 2-Minute Noodles,Snacks,South,230,109,112,104,48,0,Rainy,0,44.91,High
2024-11-18,1,P005,Tata Salt 1kg,Staples,South,172,29,38,25,22,15,Stormy,1,20.56,High
2024-11-18,1,P006,Coca-Cola 600ml,Beverages,South,223,91,103,89,40,0,Cloudy,0,43.29,High
2024-11-18,1,P007,Parle-G 800g,Snacks,South,198,48,64,44,65,0,Sunny,1,60.12,High
2024-11-18,1,P008,Surf Excel 1kg,Cleaning,South,267,51,69,54,220,0,Cloudy,0,214.24,High
2024-11-18,1,P009,Amul Butter 500g,Dairy,South,137,77,85,72,275,20,Rainy,0,255.09,High
2024-11-18,1,P010,Red Label Tea 500g,Beverages,South,106,64,70,59,255,20,Sunny,0,240.71,High
2024-11-19,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,173,108,115,108,58,0,Stormy,1,54.93,High
2024-11-19,1,P002,Britannia Good Day 600g,Snacks,South,248,109,128,111,120,0,Rainy,1,114.39,High
2024-11-19,1,P003,Aashirvaad Atta 5kg,Staples,South,168,34,34,31,248,15,Cloudy,0,257.04,High
2024-11-19,1,P004,Maggi 2-Minute Noodles,Snacks,South,186,48,60,45,48,20,Cloudy,1,46.43,High
2024-11-19,1,P005,Tata Salt 1kg,Staples,South,88,70,73,74,22,0,Sunny,0,23.71,High
2024-11-19,1,P006,Coca-Cola 600ml,Beverages,South,186,100,104,101,40,0,Cloudy,0,37.11,High
2024-11-19,1,P007,Parle-G 800g,Snacks,South,246,75,79,78,65,0,Rainy,0,62.3,High
2024-11-19,1,P008,Surf Excel 1kg,Cleaning,South,96,109,111,105,220,5,Stormy,1,208.22,High
2024-11-19,1,P009,Amul Butter 500g,Dairy,South,293,68,72,70,275,0,Stormy,0,271.3,High
2024-11-19,1,P010,Red Label Tea 500g,Beverages,South,178,112,119,111,255,0,Stormy,0,274.93,High
2024-11-20,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,184,38,41,42,58,5,Rainy,0,56.35,High
2024-11-20,1,P002,Britannia Good Day 600g,Snacks,South,95,35,41,39,120,0,Cloudy,1,115.44,High
2024-11-20,1,P003,Aashirvaad Atta 5kg,Staples,South,271,81,82,82,248,0,Stormy,0,265.12,High
2024-11-20,1,P004,Maggi 2-Minute Noodles,Snacks,South,174,70,73,74,48,0,Sunny,0,45.31,High
2024-11-20,1,P005,Tata Salt 1kg,Staples,South,192,76,95,78,22,5,Sunny,0,21.08,High
2024-11-20,1,P006,Coca-Cola 600ml,Beverages,South,81,96,115,92,40,10,Rainy,1,41.72,High
2024-11-20,1,P007,Parle-G 800g,Snacks,South,111,107,113,104,65,10,Rainy,0,70.54,High
2024-11-20,1,P008,Surf Excel 1kg,Cleaning,South,132,29,39,31,220,0,Sunny,0,224.86,High
2024-11-20,1,P009,Amul Butter 500g,Dairy,South,125,47,53,51,275,0,Cloudy,0,248.09,High
2024-11-20,1,P010,Red Label Tea 500g,Beverages,South,185,29,34,26,255,15,Cloudy,0,267.5,High
2024-11-21,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,64,83,99,79,58,20,Cloudy,1,54.35,High
2024-11-21,1,P002,Britannia Good Day 600g,Snacks,South,275,69,83,67,120,0,Rainy,0,109.99,High
2024-11-21,1,P003,Aashirvaad Atta 5kg,Staples,South,195,99,102,94,248,0,Stormy,0,261.65,High
2024-11-21,1,P004,Maggi 2-Minute Noodles,Snacks,South,131,90,98,94,48,10,Rainy,0,45.49,High
2024-11-21,1,P005,Tata Salt 1kg,Staples,South,284,40,55,38,22,15,Rainy,0,23.12,High
2024-11-21,1,P006,Coca-Cola 600ml,Beverages,South,121,34,52,33,40,0,Rainy,0,39.79,High
2024-11-21,1,P007,Parle-G 800g,Snacks,South,159,68,72,64,65,20,Stormy,0,61.16,High
2024-11-21,1,P008,Surf Excel 1kg,Cleaning,South,94,71,78,73,220,10,Rainy,0,237.44,High
2024-11-21,1,P009,Amul Butter 500g,Dairy,South,85,60,74,57,275,0,Sunny,0,248.64,High
2024-11-21,1,P010,Red Label Tea 500g,Beverages,South,194,67,71,63,255,0,Stormy,0,270.15,High
2024-11-22,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,249,93,93,95,58,15,Stormy,0,61.59,High
2024-11-22,1,P002,Britannia Good Day 600g,Snacks,South,156,74,78,78,120,10,Rainy,1,117.97,High
2024-11-22,1,P003,Aashirvaad Atta 5kg,Staples,South,276,35,45,34,248,0,Rainy,0,232.76,High
2024-11-22,1,P004,Maggi 2-Minute Noodles,Snacks,South,140,64,65,66,48,10,Cloudy,0,46.77,High
2024-11-22,1,P005,Tata Salt 1kg,Staples,South,220,74,89,72,22,0,Stormy,1,21.69,High
2024-11-22,1,P006,Coca-Cola 600ml,Beverages,South,289,45,59,42,40,0,Rainy,0,40.28,High
2024-11-22,1,P007,Parle-G 800g,Snacks,South,292,49,58,51,65,5,Sunny,0,63.35,High
2024-11-22,1,P008,Surf Excel 1kg,Cleaning,South,273,56,75,56,220,0,Cloudy,1,208.59,High
2024-11-22,1,P009,Amul Butter 500g,Dairy,South,83,60,78,60,275,0,Stormy,0,254.98,High
2024-11-22,1,P010,Red Label Tea 500g,Beverages,South,89,42,50,41,255,15,Cloudy,0,245.37,High
2024-11-23,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,207,118,133,113,58,0,Rainy,1,62.91,High
2024-11-23,1,P002,Britannia Good Day 600g,Snacks,South,131,116,118,118,120,0,Stormy,0,130.67,High
2024-11-23,1,P003,Aashirvaad Atta 5kg,Staples,South,74,117,130,120,248,5,Rainy,0,255.97,High
2024-11-23,1,P004,Maggi 2-Minute Noodles,Snacks,South,63,141,159,141,48,0,Rainy,1,48.38,High
2024-11-23,1,P005,Tata Salt 1kg,Staples,South,234,106,119,107,22,20,Stormy,0,22.23,High
2024-11-23,1,P006,Coca-Cola 600ml,Beverages,South,125,74,91,72,40,20,Sunny,1,42.0,High
2024-11-23,1,P007,Parle-G 800g,Snacks,South,72,95,96,94,65,0,Cloudy,1,62.11,High
2024-11-23,1,P008,Surf Excel 1kg,Cleaning,South,276,49,63,48,220,5,Cloudy,0,205.59,High
2024-11-23,1,P009,Amul Butter 500g,Dairy,South,152,59,69,54,275,0,Stormy,0,271.54,High
2024-11-23,1,P010,Red Label Tea 500g,Beverages,South,84,121,125,122,255,0,Stormy,0,265.77,High
2024-11-24,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,238,140,152,139,58,20,Stormy,1,60.28,High
2024-11-24,1,P002,Britannia Good Day 600g,Snacks,South,150,74,89,77,120,0,Sunny,0,131.13,High
2024-11-24,1,P003,Aashirvaad Atta 5kg,Staples,South,161,84,97,83,248,0,Cloudy,0,233.72,High
2024-11-24,1,P004,Maggi 2-Minute Noodles,Snacks,South,239,48,49,47,48,0,Sunny,0,46.0,High
2024-11-24,1,P005,Tata Salt 1kg,Staples,South,216,58,64,60,22,20,Stormy,0,19.91,High
2024-11-24,1,P006,Coca-Cola 600ml,Beverages,South,51,77,91,81,40,0,Sunny,0,40.97,High
2024-11-24,1,P007,Parle-G 800g,Snacks,South,292,64,80,64,65,5,Cloudy,0,66.92,High
2024-11-24,1,P008,Surf Excel 1kg,Cleaning,South,80,45,56,40,220,0,Stormy,0,221.09,High
2024-11-24,1,P009,Amul Butter 500g,Dairy,South,104,75,77,72,275,10,Rainy,0,294.93,High
2024-11-24,1,P010,Red Label Tea 500g,Beverages,South,269,122,122,117,255,0,Cloudy,0,257.87,High
2024-11-25,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,295,27,31,25,58,20,Sunny,1,63.75,High
2024-11-25,1,P002,Britannia Good Day 600g,Snacks,South,272,98,102,102,120,0,Rainy,0,128.6,High
2024-11-25,1,P003,Aashirvaad Atta 5kg,Staples,South,55,91,95,86,248,20,Stormy,1,267.55,High
2024-11-25,1,P004,Maggi 2-Minute Noodles,Snacks,South,101,95,108,91,48,10,Cloudy,0,48.31,High
2024-11-25,1,P005,Tata Salt 1kg,Staples,South,116,31,39,29,22,20,Stormy,0,21.2,High
2024-11-25,1,P006,Coca-Cola 600ml,Beverages,South,184,50,56,52,40,20,Rainy,0,40.55,High
